SP					DP				BPM	GENRE	TITLE	ARTIST	
B	N	H	A	L	N	H	A	L					
beatmania IIDX ▼ △													
-	4	7	11	-	4	8	10	-	146	Hi-TECH FULL ON	Insane Techniques	kors k	
-	4	8	12	-	4	8	12	-	195	FUNKOT	INSOMNIA	ジャカルタファンクブラザーズ	
-	4	8	10	-	5	7	10	-	180	SYMPHONIC BREAKS	into the battlefield	the wandering bard	
-	5	9	12	12	6	10	12	12	195	TRIBE CORE	invoker	Caladborg	
-	7	10	12	12	6	10	11	12	170	HEAVY METAL	KAISER PHOENIX	96	
-	"[BSS]
3"	"[BSS]
7"	"[BSS]
11"	-	"[BSS]
3"	"[BSS]
8"	"[BSS]
10"	-	180	PROGRESSIVE GOSPEL	KHAMEN BREAK	くふおー	
-	"[CN]
[BSS]
6"	"[BSS]
10"	"[BSS]
12"	-	"[CN]
[BSS]
6"	"[BSS]
10"	"[CN]
[BSS]
12"	-	150	HARD STACC	Last Dance	dj TAKA	
-	4	7	11	-	4	7	11	-	162	TRANCE POP	Lighting Shower	TAG	
-	3	6	10	-	5	8	11	-	202	PIECED DOWNBEAT	M.D.Injection	Project B-	
-	6	9	11	-	6	9	11	-	205	TOKYO STYLE SPEEDCORE	m1dy Deluxe	m1dy	
-	3	6	9	"[MSS]
12"	3	6	10	"[MSS]
11"	140	UPBEAT	MAD ATTACK	HALFBY	
-	5	9	11	-	4	8	11	-	185	HAPPY CORE	MAGIC & LOVE	DJ Genki feat. Yukacco	
-	"[CN]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	"[MSS]
12"	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	"[MSS]
12"	210	FRENCHCORE	Miracle 5ympho X	USAO	
-	5	8	10	-	5	9	10	-	165	ELECTRO POP	NPC World	PON	
-	4	7	10	-	5	7	10	-	160-180	GABBER	Odin	Noizenecio	
-	5	8	11	-	6	9	11	-	175	HARDCORE RAVE	Overload Frontier	DJ Shimamura	
-	3	8	11	-	3	8	9	-	180	ANCIENT CIVILIZATION	Pharaoh	劇団レコード	
-	5	9	12	-	5	9	12	-	180	VARIANT RAVE	PUNISHER	TAG×PON	
-	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	111-222	RAVERS DANCE SPEED	ra'am	雷龍	
-	5	9	11	-	6	9	12	-	156	BRIGHTNESS	rainbow guitar weeps	dj TAKA	
-	5	7	9	-	6	7	8	-	182	POPS	Recollection	Noria	
-	3	7	11	-	4	7	11	-	154	PSYCHEDELIC TRANCE	refractive index	Sota Fujimori	
-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	182	DRUMSTEP	RISE	Dirty Androids	
-	6	9	10	-	8	10	12	-	177	HAPPY HARDCORE	RIZING YOU UP	Ryu☆	
-	6	9	11	-	7	9	11	-	150	FULL ON	SCHWARZSCHILD FIELD	L.E.D.	
-	7	"[CN]
10"	"[CN]
12"	"[CN]
12"	7	"[CN]
10"	"[CN]
12"	"[CN]
12"	200	REQUIEM PSY	Sigmund	Gram	
-	5	8	11	-	5	8	11	-	173	WITHOUT YOU TONIGHT -VI-	Squeeze	VENUS feat. Mutsuhiko Izumi	
-	7	10	11	-	8	9	10	-	173	NU STYLE GABBA	THE DETONATOR	teranoid VS L.E.D.-G	
-	5	9	11	-	5	9	12	-	170	BREAKBEATS TRANCE	Unicorn tail	DJ YOSHITAKA	
-	4	7	11	-	4	7	11	-	175	MAINSTREAM HARDCORE	Valgus	DJ Myosuke feat.yukacco	
-	6	10	12	"[CN]
[BSS]
12"	7	10	12	12	180	HARD NRG	Verflucht	Tyrfing	
-	8	11	12	-	7	11	12	-	202	ROTTERDAM TECHNO	VOX UP	sampling masters MEGA vs 青龍	
-	4	6	11	-	5	7	10	-	160	EUROBEAT	Wonder Girl feat. Kanae Asaba	Y&Co.	
1	5	8	10	-	5	8	10	-	144	BLOOM FUSION	アルストロメリア	TAG	
-	5	8	11	12	5	8	11	12	※	ASTRAL HARDCORE	ÆTHER	TAG underground	
-	5	8	10	-	5	8	10	-	143	CYBER SYMPHONIC POP	お願いアインシュタイン	中山真斗 feat.桜川めぐ	
-	6	10	12	"[CN]
12"	6	10	12	"[CN]
12"	180	ORIENTAL CORE	疾風迅雷	KUMOKIRI	
-	"[BSS]
6"	"[BSS]
10"	"[BSS]
12"	-	"[BSS]
6"	"[BSS]
10"	"[BSS]
12"	-	192	JUVENILE DRUM & BASS	旋律のドグマ～Misérables～	楓璃夢＝ジークフリード＝ファイエルローゼン	
-	3	7	10	-	4	7	11	-	130	乙女EDM	超!!遠距離らぶ♡メ～ル	ななひら	
-	5	7	10	-	6	8	10	-	144	HYPER J-POP	罪と罰	Xceon feat. Mayumi Morinaga	
-	3	9	11	-	4	9	11	-	145	ELECTRIC MANOUSH SWING	デッドボヲルdeホームラン	猫叉Masterβ2	
-	6	10	12	-	6	10	12	-	180	ベースボールヒロイン	轟け！恋のビーンボール！！	ダイナミック野球兄弟 v.s. クロスファイヤーPrim	
-	"[CN]
[BSS]
6"	"[CN]
[BSS]
11"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
11"	"[CN]
[BSS]
12"	-	198	BLOOD METAL	IX	dj TAKA VS DJ TOTTO feat.藍	
-	5	8	10	12	5	8	10	12	120-160	新世紀進歩的羽扇子音楽	廿	DJ TECHNORCH	
1	5	9	11	-	5	10	12	-	208	J-SPEEDMETAL	バンブーソード・ガール	cosMo@暴走P	
-	4	8	11	-	4	8	11	-	157	ZODIAC ORACLE X	牧神笛吹きて	楽士ゾディアック	
-	7	10	12	-	7	10	12	-	183	HARD SYMPHONIC	煉獄のエルフェリア	猫叉Master+	
-	"[CN]
[BSS]
7"	"[CN]
10"	"[CN]
12"	"[CN]
[BSS]
12"	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
12"	"[CN]
12"	159	HYDRO CORE	海神	兎々	
beatmania IIDX 22 PENDUAL ▲ ▼ △													
-	5	8	11	-	5	9	11	-	145	AFRO-SAMBA	AFRO KNUCKLE	猫叉Master+	
-	5	8	10	12	5	8	10	12	192	NEO CLASSICAL DANCE	Beat Radiance	iNO	
-	5	10	11	-	6	9	"[CN]
11"	-	140	WORLD/ELECTRONICA	Beyond The Earth	猫叉Master	
-	5	8	"[CN]
11"	-	5	8	"[CN]
11"	-	175	HARDCORE RAVE	Blaze it UP!	DJ Shimamura	
-	5	10	12	-	5	9	11	-	170	NU STYLE GABBA	BLUE MIRAGE	DJ CHUCKY	
-	7	10	12	-	6	9	12	-	160	DUAL ANTIQUE	Broken Sword	金獅子 VS 麒麟	
-	4	8	10	-	7	9	11	-	153	FULL ON	Chain of pain	kors k VS 猫叉Master+	
-	3	6	9	10	3	6	9	10	185	HEALING DRUM'N'BASS	chrono diver -fragment-	猫叉Master feat.三澤 秋	
-	5	9	11	"[BSS]
12"	5	9	11	"[BSS]
12"	185	CYBER DRUM & BASS	CHRONO DIVER -NORNIR-	L.E.D.	
3	7	11	12	-	7	11	12	-	196	CHRONO BREAKS	Chrono Diver -PENDULUMs-	猫叉L.E.D.Master＋	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
11"	"[CN]
11"	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	"[CN]
11"	128	PROGRESSIVE	Chronos	TAG	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	216	MAELSTROM	cinder	PHQUASE	
-	4	7	11	-	4	8	10	-	140	LOST GROUND	COLOSSEUM	劇団レコード	
-	6	9	11	"[CN]
12"	6	8	10	"[CN]
12"	160	FUTURE BASS	Cosmic Cat	8bit Moonside	
-	7	10	12	-	7	10	12	-	205	HARD IRISH SYMPHONIC	Despair of ELFERIA	猫叉Master	
-	"[CN]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
6"	9	11	-	128-145	Hi-TECH PSYTRANCE	Discloze	lapix	
-	6	9	12	"[CN]
12"	6	9	12	"[CN]
12"	※	RAGTIME CHIPTUNE	EBONY & IVORY	OSTER project	
-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	185	SACRED TRANCE	entelecheia	Rche	
-	4	8	11	-	4	8	11	-	192	FALLIN APART CORE	Erosion Mark	kors k REASM Des-ROW	
-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	"[CN]
6"	"[CN]
9"	"[CN]
12"	-	165	WORLD/ELECTRONICA	fallen leaves -IIDX edition-	猫叉Master	
-	7	10	12	-	7	"[CN]
10"	12	-	185	DUB COMEDY	FANTASTIC THREE	ジャカルタファンクブラザーズ	
-	6	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	12	6	9	12	"[CN]
[BSS]
12"	180	DRUM'N'BASS	Flashes	Dollscythe	
-	5	10	"[BSS]
12"	-	5	9	12	-	160	PROGRESSIVE SCHRANZ	Gravigazer	DJ TOTTO	
-	5	8	10	"[CN]
12"	5	9	11	"[CN]
12"	148	TECHNO	GUILTY	D.J.SETUP	
-	5	8	11	-	6	9	11	-	180	GABBAH	HELL SCAPER -Last Escape Remix-	Remixed by DJ TECHNORCH fw.GUHROOVY	
-	5	9	11	-	5	8	11	-	182	HAPPY HARDCORE	Hello Happiness	P*Light feat. mow*2	
-	"[BSS]
3"	"[BSS]
8"	"[BSS]
10"	-	"[BSS]
3"	"[BSS]
9"	"[BSS]
11"	-	146	SYNTHETIC EDM	illuminate	Sota Fujimori	
-	5	10	12	-	5	9	11	12	145	GOA TRANCE	IMPLANTATION	TOMOSUKE	
-	4	7	9	-	5	8	10	-	123-142	HYBRID	In The Breeze	96 & Sota ft. Mayumi Morinaga	
-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
7"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	230	HOLIC	Invitation from Mr.C	C-Show	
-	5	8	9	-	5	8	11	-	150	PSYCHEDELIC TRANCE	IXION	L.E.D.	
-	4	9	11	-	6	9	11	-	141	ELECTRO TECH	Line 4 Ruin	Ryu☆	
-	"[BSS]
4"	"[CN]
[BSS]
8"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
11"	-	201	ARTCORE ROCK	Monopole.	cosMo＠暴走P	
-	5	9	12	-	6	10	11	-	182	MAINSTREAM HARDCORE	NEO GENERATOR SEVEN	L.E.D.-G	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
12"	-	192	PUMPCORE	Night sky	USAO	
-	6	9	11	-	6	9	10	-	170	HARD EDM	No Tears	RoughSketch feat.Aikapin	
-	"[BSS]
5"	"[BSS]
8"	"[BSS]
11"	-	4	"[BSS]
8"	"[BSS]
10"	-	150-160	SYSTEM BGM	PENDUAL TALISMAN	猫叉L.E.D.Master	
-	6	9	"[CN]
12"	-	6	"[CN]
9"	"[CN]
12"	-	282	EDM SPEED	Rave*it!! Rave*it!!	機龍	
-	6	9	11	-	6	9	11	-	149	SOLITUDE	Realize Maze	movies (moimoi×Xceon×Dai.)	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	150	TRANCESTEP	Reflux	Eagle	
-	6	8	"[CN]
[BSS]
11"	-	6	8	"[CN]
[BSS]
10"	-	187	CHIPCORE	Sakura Mirage	Ryu☆	
-	4	7	10	-	4	7	10	-	164	DIMENSION WAVE	SAMSARA	SOUND HOLIC feat. Nana Takahashi	
-	6	9	12	-	6	10	12	-	135	EDM	Say YEEEAHH	kors k	
-	6	"[CN]
9"	"[CN]
[BSS]
11"	-	"[CN]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	180	J-CORE	Scarlet Moon	REDALiCE feat. Ayumi Nomiya	
-	"[CN]
5"	"[CN]
8"	"[CN]
11"	-	"[CN]
5"	"[CN]
8"	"[CN]
11"	-	165	WORLD/ELECTRONICA	Scars of FAUNA	猫叉Master	
-	6	10	12	-	6	10	12	-	160	MUSIC GAME TRADITIONAL	Shooting Fireball	dj TAKA	
-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	"[CN]
6"	"[CN]
9"	"[CN]
12"	-	175	UK HARDCORE	Sounds Of Summer	Hommarju	
-	6	9	12	-	6	9	12	-	172	RAGTIME FUTURE POP	SpaceLand☆TOYBOX	OSTER project	
-	4	7	10	-	4	6	10	-	150	ELECTRO POP	Sweet Radar	DJ Genki feat. Yukacco	
-	6	10	12	-	6	9	11	-	163	EPIC ELECTRONICA	Symmetry	猫叉Master	
-	5	8	"[CN]
[BSS]
10"	-	5	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	160	EUROBEAT	TA・DA☆YO・SHI	Y&Co.	
-	5	9	12	-	6	9	12	-	200-264	PROGRESSIVE	The Least 100sec	Sasaki Hirofumi	
-	6	9	12	-	6	9	12	-	165	DEEP SPECTRUM	TIEFSEE	SOUND HOLIC Vs. dj TAKA feat. YURiCa	
-	7	10	12	-	7	10	12	-	197	MELODIC SPEED METAL	TOXIC VIBRATION	SOUND HOLIC Vs. T.Kakuta feat. YURiCa	
-	5	9	11	-	5	9	11	-	205	GYPSYCORE	Vulkan	Hommarju	
-	6	10	12	-	6	10	12	-	185	HAPPY HARDCORE	We're so Happy (P*Light Remix) IIDX ver.	Remixed by P*Light	
1	6	10	"[CN]
12"	-	6	"[CN]
10"	12	-	154	INTELLIGENCE	ZZ	D.J.Amuro	
-	5	9	10	-	6	8	11	-	85	DRUM'N'WALTZ	妖隠し -あやかしかくし-	DJ TOTTO feat.3L	
-	5	7	"[CN]
10"	-	"[CN]
6"	"[CN]
8"	"[CN]
10"	-	160	HYPER J-POP	十六夜セツナ	Xceon feat.Mayumi Morinaga	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	161	ASURA TEK CORE	鬼天	兎々	
-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	190	ASTRAL DRUM & BASS	共鳴遊戯の華	アイテール魔導士隊	
-	3	6	9	"[BSS]
11"	4	6	9	"[BSS]
11"	175	KANA-POP	恋は白帯、サンシロー	星野奏子	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	"[CN]
12"	"[CN]
5"	"[CN]
9"	11	"[CN]
12"	170	DUBCORE	#The_Relentless	DJ Noriken	
-	6	"[CN]
10"	"[CN]
[BSS]
12"	-	7	"[CN]
10"	"[CN]
12"	-	140	ムラクモ	少年は空を辿る	Power Of Nature	
-	2	6	9	-	2	6	9	-	166	想歌 風	白露の風	Qrispy Joybox feat. 常盤ゆう	
-	6	9	11	-	6	9	11	-	234	TIME TRIP JAZZ	時空トラベローグ	SWING HOLIC feat. A～YA	
-	6	9	12	"[CN]
12"	6	9	12	"[CN]
12"	153	WORLD/ELECTRONICA	千年ノ理	猫叉Master	
3	6	10	12	-	7	10	12	-	182	Hi-歌謡コア	それは花火のような恋	夏色バーニングラブ☆Prim	
1	"[BSS]
5"	"[BSS]
8"	"[BSS]
11"	-	"[BSS]
5"	"[BSS]
9"	"[BSS]
11"	-	156	JAPANESE TRADITIONAL	打打打打打打打打打打	ヒゲドライバー join. SELEN	
-	6	9	11	12	6	8	12	12	150	PIECED EUPHORIA	超青少年ノ為ノ超多幸ナ超古典的超舞曲	Project B-	
-	5	8	11	-	5	9	12	-	172	新世紀進歩的羽扇子音楽	Ｘ↑Ｘ↓	DJ TECHNORCH	
1	5	8	10	-	5	8	10	-	160	HYPER J-POP	取り残された美術(Arranged:HiZuMi)	幽閉サテライト feat. senya	
-	5	8	11	-	6	9	11	-	120	TROPICAL	とろぴかる倶楽部	HALFBY	
-	5	8	11	-	6	9	11	-	180	ドタバタ☆夏休み	ドッキン☆サマーあばんちゅーる	L.E.D.-G + Qrispy Joybox + ARM feat. ななひら	
-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	190	HAPPY SUMMER CORE	夏色DIARY - L.E.D.-G STYLE MIX -	猫叉王子 feat.L.E.D.-G	
"[CN]
2"	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	160	電波ソング	パ→ピ→プ→Yeah!	ヒゲドライバー join. shully & Nimo	
-	"[BSS]
6"	10	12	12	"[CN]
[BSS]
6"	10	12	12	165	Hi-FUNK BREAKS	表裏一体！？怪盗いいんちょの悩み♥	◇◆噂の怪盗少女 ぷらずま★彡Prim◇◆	
-	5	7	11	-	4	7	10	-	175	ぷろぐれっしぶ電波	ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！	ARM(IOSYS) feat. 山本椛	
-	"[BSS]
4"	"[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
[MSS]
11"	"[BSS]
4"	"[CN]
[BSS]
7"	"[CN]
[BSS]
11"	"[CN]
[MSS]
11"	179	A-STYLE DRUMSTEP	ベィスドロップ・フリークス	かめりあ feat. ななひら	
3	6	9	12	-	6	9	11	-	181	J-CORE	紅牡丹	DJ NAGAI feat. a☆ru	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	9	11	-	185	きらめきコア	もっと！モット！ときめき feat. 松下	シャイニング度胸兄弟	
-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	200	OLDSTYLE GAMEMUSIC	リリーゼと炎龍レーヴァテイン	黒猫ダンジョン	
beatmania IIDX 23 copula ▲ ▼ △													
-	"[HCN]
4"	"[HCN]
[HBSS]
9"	"[HCN]
[HBSS]
11"	-	"[HCN]
[HBSS]
5"	"[HCN]
[HBSS]
9"	"[HCN]
[HBSS]
11"	-	150	HARD DANCE	Acid Pumper	ni-21	
-	6	9	11	-	6	9	11	-	200	HAPPY で HARDCORE	Angelic Jelly	t+pazolite	
-	7	"[CN]
10"	"[CN]
12"	-	7	"[CN]
10"	"[CN]
12"	-	195	DANCE EXPRESS	AO-1	電龍	
-	6	8	"[HCN]
10"	-	6	8	"[HCN]
10"	-	143	UPLIFTING TRANCE	Arcana	Maozon	
-	5	"[CN]
8"	"[CN]
11"	-	5	"[CN]
8"	"[CN]
11"	-	156	POST J-TRADITIONAL	Aublia	onoken feat. ALIAKE	
-	4	10	11	-	6	9	12	-	160	HARD DANCE	Battle Train -IIDX Edition-	Sota Fujimori	
-	7	10	12	-	6	10	12	-	172	DREAM CORE	Blue Spring Express	DJ Scratch & Bend	
-	5	8	10	-	4	8	10	-	158	FUTURE BASS	Central Station	Recycle	
-	5	9	11	-	7	9	12	-	210	HARD STEP	chaos eater -IIDX edition-	猫叉Master+	
-	5	9	12	-	5	9	12	-	145	TECHNO	CODE:1 [revision1.0.1]	HEXA	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	205	ラッキーハードコア	Daily Lunch Special	Lucky Vacuum	
-	"[CN]
4"	"[CN]
7"	"[CN]
9"	"[CN]
10"	4	7	"[CN]
10"	"[CN]
11"	177	CYBER DRUMSTEP	Damage Per Second	Maozon	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
10"	"[CN]
11"	-	150	HARD DANCE	Derelict Star feat. Ryu*	Remo-con	
-	6	10	12	-	6	10	12	-	180	MAINSTREAM HARDCORE	Devil's Gear	DJ Myosuke	
-	"[HCN]
7"	"[HCN]
10"	"[HCN]
12"	-	"[HCN]
7"	"[HCN]
10"	"[HCN]
12"	-	180	HARD ELECTRIC POP	DIAMOND CROSSING	S-C-U vs L.E.D.	
-	3	8	10	-	3	8	10	-	135	EDM	do the thing feat. Kanae Asaba	MK	
-	"[HCN]
6"	"[HCN]
9"	"[HCN]
10"	-	"[HCN]
6"	"[HCN]
9"	"[HCN]
11"	-	155	DONK	Donkey Donk	Ryu☆	
3	"[CN]
7"	"[CN]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	100	HYBRID TWERK	Dynamite	USAO	
-	4	8	10	-	5	8	10	-	140	J-DANCE POP	Everlasting Last	HHH×MM×ST	
-	4	7	9	-	4	7	9	-	142	FUTURE JERSEY	Exchange Place	Dirty Androids	
-	5	8	10	-	5	8	10	-	145	ELECTRONIC DANCE	GENERATE feat.綾倉盟	Masayoshi Minoshima	
-	5	7	10	-	5	9	11	-	150	TRAPSTYLE	Go Faraway	DJ Noriken feat. Yukacco	
-	4	7	11	-	7	12	11	-	160	CANTERBURY&BEAT	GOBBLE	Kimitaka Matsumae	
-	"[HCN]
7"	"[HCN]
10"	"[HCN]
12"	-	"[HCN]
7"	"[HCN]
10"	"[HCN]
12"	-	165	JOINT WORK	Godspeed	dj TAKA xxx 猫叉Master xxx L.E.D.	
-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	191	HARD ART CORE	Grand Chariot	xi	
-	"[HCN]
6"	"[HCN]
10"	"[HCN]
12"	-	"[HCN]
6"	"[HCN]
10"	"[HCN]
12"	-	200	BEMANIZED DIGITAL ROCK	Highcharge Divolt	HuΣeR	
-	5	9	11	-	5	8	11	-	146	HiTECH FULLON	Inner Spirit	lapix	
-	3	6	9	11	4	7	9	11	112	WORLD/ELECTRONICA	Journey	猫叉Master	
-	6	10	12	-	7	10	11	-	160	JUNGLE CLASSIC	Konzert V	Remo-con vs. dj TAKA	
-	4	8	"[CN]
10"	-	5	8	"[CN]
11"	-	220	PRIMAVERA JAZZ WALTZ	La dolce primavera	OSTER project	
-	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	150	HDM	M4K3 1T B0UNC3	kors k	
-	5	7	10	-	5	7	10	-	150	HARDSTYLE	Musik LoverZ	RoughSketch	
-	5	9	10	-	5	9	10	-	192	METAL POPS	NANAIRO	LIQU@。	
-	7	10	12	-	7	10	12	-	190	SORROW STEP	Nightmare before oversleep	猫叉Master	
-	6	9	12	-	6	9	12	-	111-222	SHINOBI SPEED	NINJA IS DEAD IIDX ver.	P*Light	
-	4	6	10	-	4	6	10	-	150	ONLY ONE DANCE MUSIC	NO LIMIT -オレ達に限界は無い-	SUPER STAR 満-MITSURU- vs. 伝説のダンサー マイク	
-	4	8	10	-	5	9	11	-	140	ELECTRO TRANCE	Nowhere	Nhato	
-	"[HCN]
6"	"[HCN]
9"	"[HCN]
12"	-	"[HCN]
6"	"[HCN]
10"	"[HCN]
12"	-	190	END ROLL	NZM	The 4th	
-	"[CN]
6"	"[BSS]
8"	"[CN]
[BSS]
11"	-	"[CN]
6"	"[BSS]
8"	"[CN]
11"	-	200	RADIO SHOWCASE	On the FM	C-Show	
-	6	9	11	-	6	9	11	-	195	FRENCHCORE	Outbreak	USAO	
3	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	23-185	PSYCHIC FLASH	POSSESSION	TAG underground	
-	1	3	5	-	1	5	6	-	145	J-TEKNO	quick master (reform version)	youhei shimizu	
-	6	10	12	-	6	10	12	-	158	TRANCE	refrain	dj TAKA feat.AiMEE	
-	5	8	11	-	5	9	11	-	170	HARDCORE	Rock It	Hommarju	
-	6	9	11	-	7	9	11	-	144	JAZZY-ELECTRO	Routing	かめりあ	
-	5	8	10	-	5	8	10	-	154	TRANCE	Sephirot	SHIKI	
-	4	8	10	-	4	8	11	-	140	HARD TRANCE	Set U Free feat. Kanae Asaba	Y&Co.	
-	6	9	11	-	6	9	11	-	185	ROCKIN' DRUM&BASS	SHELTER OF THE MIND	YURiCa/花たん	
-	5	9	11	-	5	9	11	-	199	DANCE SPEED GOLD	STARLiGHT	星龍	
-	6	9	11	12	7	9	11	12	177	HAPPY EMOTION	STARLIGHT DANCEHALL	P*Light	
-	6	10	12	-	6	9	12	-	303	FANTASY	StrayedCatz	削除	
-	4	8	10	12	5	8	10	12	170	HARDCORE	Super Duper Racers	kors k & Numb'n'dub	
-	4	7	9	-	5	7	10	-	150	GRAVITY POP	SURVIVOR	SOUND HOLIC Vs. ZYTOKINE feat. Nana Takahashi	
-	1	6	10	-	3	7	11	-	132	WORLD/ELECTRONICA	Tori-no-kimochi	猫叉Master+	
-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	216	RISK + VACUUM	Triple Counter	DJ YOSHITAKA meets dj TAKA	
-	5	8	11	-	5	8	10	-	175	CANDY RAVE	Uh-Oh	kors k	
-	2	8	10	12	2	8	10	12	134	GLITCH ELECTRO	Violet Pulse	G.K	
-	7	9	11	-	7	10	11	-	152	LATIN JAZZ TRIO	Violet Rose	OSTER project	
-	4	10	11	"[HCN]
[HBSS]
12"	7	9	11	"[HCN]
[HBSS]
12"	170	HARDCORE	Welcome	Uraken	
-	7	10	12	-	7	10	12	-	180	RENAISSANCE	X	D.J.Amuro	
-	5	9	11	"[CN]
12"	5	9	11	"[CN]
12"	180	BLOOM CORE	ZEPHYRANTHES	TAG	
-	5	10	12	-	5	10	12	-	143	TECH BREAKBEATS	199024club -Re:BounceKiller-	DJ Mass MAD Izm*	
-	"[BSS]
5"	"[BSS]
9"	"[BSS]
11"	-	"[BSS]
5"	"[BSS]
9"	"[BSS]
11"	-	100-218	ARTCORE ROCK	朝焼けから始まるボクらの小さな旅	cosMo＠暴走P	
2	"[CN]
7"	"[CN]
10"	"[CN]
12"	"[CN]
[MSS]
12"	"[CN]
7"	"[CN]
10"	"[CN]
12"	"[CN]
[MSS]
12"	155	ORIENTAL TECHDANCE	紫陽花 -AZISAI-	Camellia Vs. Expander	
1	5	9	11	-	6	10	11	-	155	WINTER GLOW	麗 ～うらら～	SOUND HOLIC feat. Nana Takahashi	
-	6	10	12	-	6	10	12	-	282	にゃんコア	駅猫のワルツ	ミニョンヌ鉄道兄弟	
-	4	7	10	-	4	7	10	-	162	HYPER J-POP	オルタネイトβ	Xceon feat. Mayumi Morinaga	
-	6	9	11	-	6	9	11	-	175	SUMMER WORKOUT	か・し・ま・し☆PUMP UP！	miko	
-	"[CN]
4"	"[CN]
8"	10	-	"[CN]
4"	"[CN]
8"	10	-	169	Hi-RESORT電波	ギョギョっと人魚♨爆婚ブライダル	海の底からマーメイド♨Prim by ARM×狐夢想	
"[BSS]
3"	"[BSS]
7"	"[BSS]
11"	"[BSS]
12"	-	"[BSS]
7"	"[BSS]
11"	"[BSS]
12"	-	165	BROKEN SAMBA BREAK	灼熱 Pt.2 Long Train Running	DJ Mass MAD Izm*	
-	5	8	10	-	5	8	10	-	182	KANA-POP	シュッパツシンコウ・シサカンコ	星野奏子	
-	"[HCN]
5"	"[HCN]
8"	"[HCN]
10"	-	"[HCN]
5"	"[HCN]
9"	"[HCN]
11"	-	134	空想ファンタジーシリーズ	少女アリスと箱庭幻想コンチェルト	DJ TOTTO	
